operator_address,consensus_pubkey,jailed,status,tokens,delegator_shares,description,unbonding_height,unbonding_time,commission,min_self_delegation,unbonding_on_hold_ref_count,unbonding_ids,validator_bond_shares,liquid_shares
cosmosvaloper1qmr8acxu0d9ytase8v9mza6k96y479getstqn2,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': '7DqASpEZb15tlS8kIteAsBcr4OhdPrWoGg5+nIQO1EI='}",True,BOND_STATUS_UNBONDED,171501,171501.000000000000000000,"{'moniker': 'CryptoGoose', 'identity': '5D16D3AFED1617C1', 'website': 'cryptogoose.io', 'security_contact': '', 'details': 'Stake and earn reward with CryptoGoose validator. Cosmos & Crypto Ecosystem Contributor. Silicon Valley based team.'}",0,2019-06-19T13:16:31.821040692Z,"{'commission_rates': {'rate': '0.071000000000000000', 'max_rate': '0.250000000000000000', 'max_change_rate': '0.100000000000000000'}, 'update_time': '2019-05-03T20:20:26.798189066Z'}",1,0,[],0.000000000000000000,10000.000000000000000000
cosmosvaloper1qa8jpt4kuqq73vgen2w7julkelgursygqx4y69,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'UL4BJDjdcxs9K8l3kqA35CtJg68OEs4DzKzNjhCk4SY='}",True,BOND_STATUS_UNBONDED,2999778,3000007.769828448342180168,"{'moniker': 'suyuuuuuuu', 'identity': '2161153638A9211D', 'website': '', 'security_contact': '', 'details': ''}",28609,2020-01-04T00:04:59.091467731Z,"{'commission_rates': {'rate': '1.000000000000000000', 'max_rate': '1.000000000000000000', 'max_change_rate': '1.000000000000000000'}, 'update_time': '2019-03-30T13:37:44.193748147Z'}",2,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1qa6x6sl9lsw9neceqccndwnnnm50ldq800x4dq,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'QGVtDX/SksMy9iAShygkGVs3yoCHzItXX3qtyrSUIng='}",False,BOND_STATUS_UNBONDED,1000,1000.000000000000000000,"{'moniker': 'bitszn', 'identity': '7905858131F4FBE7', 'website': 'https://bitszn.com', 'security_contact': 'bitszn.com@gmail.com', 'details': 'Crypto faucets provider. Snapshots provider. RPC and State Sync provider. Good mood provider.'}",0,1970-01-01T00:00:00Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.100000000000000000', 'max_change_rate': '0.100000000000000000'}, 'update_time': '2022-10-29T14:50:40.590461541Z'}",1,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1qaa9zej9a0ge3ugpx3pxyx602lxh3ztqgfnp42,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'Qajjf1kiAJ0M1UcH1TSUYLP13kgE128Av1XmGQO711c='}",False,BOND_STATUS_BONDED,4665828056459,4665828056459.000000000000000000,"{'moniker': 'GAME', 'identity': '6F3A316294AD9D0B', 'website': '', 'security_contact': '', 'details': 'For all game enthusiasts'}",19747459,2024-04-18T03:14:43.022587233Z,"{'commission_rates': {'rate': '0.050000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.100000000000000000'}, 'update_time': '2024-03-20T10:40:35.784132044Z'}",1,0,"['104638', '573150']",4900000000.000000000000000000,755855150.000000000000000000
cosmosvaloper1pp82zzdgf4cvgwkkutkwnfu9vzcm6rpryn2wcc,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'lvBUI9vDOZe2emrgOyubZHRR+LowYbt1z9333Mi6dKc='}",False,BOND_STATUS_UNBONDED,1310893,1310893.000000000000000000,"{'moniker': 'Nodeist', 'identity': 'A2E180C6914F7F87', 'website': 'https://nodeist.net', 'security_contact': 'hello@nodeist.net', 'details': 'Nodeist is the trusted staking service provider for blockchain projects. 100% refund for downtime slash. Contact us at hello@nodeist.net'}",0,1970-01-01T00:00:00Z,"{'commission_rates': {'rate': '0.075000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.050000000000000000'}, 'update_time': '2023-09-16T23:39:35.929966050Z'}",0,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1pz0lfq40sa63n0wany3v95x3yvznc5gyf8u28w,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'Y+Iy4Vpxz1gBzxNAguGmqYzkTi1qoad2Jo10vZ4zNxo='}",True,BOND_STATUS_UNBONDED,2157215553,2158078524.938857509543459667,"{'moniker': 'Cobo', 'identity': '3B7C85200D5B57A9', 'website': 'https://cobo.com/', 'security_contact': '', 'details': 'Cobo is the first leading company in the world to offer Proof-of-Stake (PoS) and masternode rewards on user holdings, making it easy for users to grow their digital assets effortlessly.'}",7648625,2021-10-04T11:39:15.114941866Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2019-06-15T05:45:23.950986198Z'}",1,0,[],0.000000000000000000,10004.000411221531458322
cosmosvaloper1prvhg36trh0y7dajrlny6h9qhp0cpwh0nl3p7k,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'rOCY9l/86nyr95IlB7tPvRwnPhkDoxGTJXpvuDIbxzk='}",True,BOND_STATUS_UNBONDED,1105861,1105971.597159715971597159,"{'moniker': 'liwei', 'identity': '5A9E54BA22055990', 'website': '', 'security_contact': '', 'details': ''}",5240671,2021-03-14T20:24:31.738746239Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2020-12-14T03:07:24.987475258Z'}",1,0,[],0.000000000000000000,10001.000100010001000100
cosmosvaloper1pxsmjzan4u833l5s72pzamlurcgk2g5m65xjlj,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'mLUEzU9eAQdiRcAXhPXNq4dxkW2rj3RDGw3mvgDfhhM='}",True,BOND_STATUS_UNBONDED,8000062,8003192.444375425632572634,"{'moniker': 'MyCointainer', 'identity': 'E73A7D1A0002C90C', 'website': 'https://www.mycointainer.com/', 'security_contact': '', 'details': 'Simple solution for everyone. Over 80 intrest generating assets integrated. Deposit, exchange and stake instantly.'}",8809983,2022-01-14T06:51:04.121939777Z,"{'commission_rates': {'rate': '0.050000000000000000', 'max_rate': '0.100000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2020-10-16T11:18:50.667233127Z'}",1,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1pgsjyvkg3y2m7qas534zzdhsqsxqyph2jh3uck,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'osmOXFMMuO+MsSBT8eetbZ49au0ZBI2lm/yVmzW0gAY='}",True,BOND_STATUS_UNBONDED,162058968,162107584.862787836767935231,"{'moniker': 'OneSixtyTwo', 'identity': '1C136F82A18BB2E2', 'website': '', 'security_contact': '', 'details': 'OneSixtyTwo'}",5120653,2021-03-04T10:23:46.255183065Z,"{'commission_rates': {'rate': '0.150000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2020-05-15T01:32:35.507930617Z'}",1,0,[],0.000000000000000000,10003.000133722893779164
cosmosvaloper1pffsadvlewevatmf6kpy0mtdkre2mzzre3zhe6,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'zufzov5jk6cs+VefLvN3u8mGoiBlkXWp6Vo8XQXp1/w='}",False,BOND_STATUS_UNBONDED,1000000,1000000.000000000000000000,"{'moniker': 'Pathrocknetwork', 'identity': '8E9797A900A7A429', 'website': 'https://pathrocknetwork.org/', 'security_contact': '', 'details': 'Secure Non-Custodial Staking for PoS Blockchain Projects. We run reliable and secure validators and nodes of several different blockchain protocols. Come stake with us.'}",0,1970-01-01T00:00:00Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2022-10-28T21:12:51.157438269Z'}",1000000,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1p2mc677uxl8qfn5a9j3n9q67ja9ue3nq2zk43s,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'AWogOwsK+B44ZUt7s+HCrD+uNMiTQUPOCp77qtcYdV8='}",False,BOND_STATUS_UNBONDED,1908250,1908250.000000000000000000,"{'moniker': 'quichxh', 'identity': '', 'website': '', 'security_contact': '', 'details': ''}",0,1970-01-01T00:00:00Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2022-04-16T06:54:10.498477692Z'}",1000000,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1ptz7xq0fanh4kfvp6fdhevkx90axaq7drwcwjl,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': '1a0ERUOIOeYHFO1UcKHC7pAHIyDGN9EOm/ByG+j2ZLM='}",True,BOND_STATUS_UNBONDED,36585400,36589012.138661998703145804,"{'moniker': 'Cobak', 'identity': '3ADADE0338CAB480', 'website': 'https://cobak.co.kr', 'security_contact': '', 'details': "" Cobak is No.1 crypto community service in South Korea. We are the world's only mobile service that provides crypto wallet, community, real time ticker, news, airdrop, and token sale.""}",18373,2020-01-03T04:15:14.659708638Z,"{'commission_rates': {'rate': '0.120000000000000000', 'max_rate': '0.500000000000000000', 'max_change_rate': '0.500000000000000000'}, 'update_time': '2019-04-30T10:44:54.842272240Z'}",1,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1ptyzewnns2kn37ewtmv6ppsvhdnmeapvtfc9y5,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'XiGz/D6eg3KdjaFB0uYIJwkOTW5xZcFRxJmHcQYB3zg='}",False,BOND_STATUS_BONDED,484059868002,484059868002.000000000000000000,"{'moniker': 'WeStaking', 'identity': 'DA9C5AD3E308E426', 'website': 'https://www.westaking.io', 'security_contact': '', 'details': 'We provide you with  continuous uptime and secured.'}",0,2019-09-07T12:24:58.270714195Z,"{'commission_rates': {'rate': '0.050000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2024-03-20T10:40:35.784132044Z'}",1,0,[],850000000.000000000000000000,299504331.000000000000000000
cosmosvaloper1ps7dmygt4wm72t8l9kdjetelhggsv8w77mdh33,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': '4FAoNAp3t+9epiDWRwjH38E5F9zDWet3ufHdQPjdaBM='}",True,BOND_STATUS_UNBONDED,13920,14655.559402062141765943,"{'moniker': 'CosmosPool.org', 'identity': '080E0C935CEAA4FB', 'website': 'http://cosmospool.org', 'security_contact': '', 'details': ""CosmosPool.org's goal is to further decentralize and bootstrap the Cosmos Hub.""}",0,2019-07-20T07:38:16.401325621Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.400000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2019-04-28T07:59:58.929515224Z'}",100000000,0,[],0.000000000000000000,10528.419110676825981280
cosmosvaloper1pjmngrwcsatsuyy8m3qrunaun67sr9x7z5r2qs,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'w3rKE+tQoLK8G+XPmjn+NszCk07iQ0sWaBbN5hQZcBY='}",False,BOND_STATUS_BONDED,183109680915,183127993532.209458152491870693,"{'moniker': 'Cypher Core', 'identity': '', 'website': '', 'security_contact': 'admin@cypherore.io', 'details': 'We are devoted to bringing financial freedom to everyone. For questions contact admin@cyphercore.io'}",6656339,2021-07-12T00:30:38.961569688Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2019-03-13T23:00:00Z'}",1,0,[],795079507.624496678862302177,3111974759.562810065252961494
cosmosvaloper1p42rgfdq500nlt387l4f0vfv5p90dl6ftr8jds,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'aBdX6sh3XVMzFnBdlALK72p7/496Sm87obUu9ShD+As='}",True,BOND_STATUS_UNBONDED,21501266,21501266.000000000000000000,"{'moniker': '', 'identity': '', 'website': '', 'security_contact': '', 'details': ''}",7754839,2021-10-13T17:12:05.140941525Z,"{'commission_rates': {'rate': '1.000000000000000000', 'max_rate': '1.000000000000000000', 'max_change_rate': '1.000000000000000000'}, 'update_time': '2021-03-04T18:43:29.777929967Z'}",1,0,[],0.000000000000000000,10000.000000000000000000
cosmosvaloper1pexrxk6s9aznl8ap2g8jr87ktc3a7dd8xf0etj,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'DGWgRoNE3JrO2HN81518N+JBjkt4/Lf83uPZTHwk3Rc='}",True,BOND_STATUS_UNBONDED,5159936,5160450.728108418183069974,"{'moniker': 'CosmosOne', 'identity': '', 'website': '', 'security_contact': '', 'details': ''}",0,2019-05-14T12:05:26.783252606Z,"{'commission_rates': {'rate': '0.050000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2024-03-20T10:40:35.784132044Z'}",1,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1p650epkdwj0jte6sjc3ep0n3wz6jc9ehh8jutg,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': '2SkunbnMYBGvZrZtjjHCU8ijFbr/8Ql/QdUpEYQZY/I='}",True,BOND_STATUS_UNBONDED,4861780137,4863238886.921351736806081511,"{'moniker': '.', 'identity': '', 'website': '', 'security_contact': '', 'details': '.'}",12489634,2022-11-07T22:57:05.638734771Z,"{'commission_rates': {'rate': '0.500000000000000000', 'max_rate': '0.500000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2020-12-02T06:38:53.214130424Z'}",1,0,[],0.000000000000000000,10003.000517485256361377
cosmosvaloper1pmdxquuver2aj60rac8efqc87yk6tu0usuwar6,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'Y2OgccoQwV2jcDjSuwuQ3dPW9vT4R2h/4NOdj2+T4tI='}",True,BOND_STATUS_UNBONDED,2814703,2814902.222242573082525095,"{'moniker': 'walletapibeta', 'identity': '', 'website': '', 'security_contact': '', 'details': ''}",5229796,2021-03-13T22:50:35.984920385Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2020-08-31T03:19:03.295218950Z'}",1,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1p7n5agmrptr43t9te27tz7c4tnpw2dj3s4p6jm,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': '7PbyY3/soDQrMlXDt9CiJl1D3v216qnt5FRhXEli7FQ='}",True,BOND_STATUS_UNBONDED,8100221,8101030.097209855579449063,"{'moniker': 'SlowMistZone', 'identity': '37B1DAD4F652EB0B', 'website': 'https://slowmist.io', 'security_contact': '', 'details': 'Security, stability and VIP experience.'}",10001,2020-01-02T11:58:18.459331455Z,"{'commission_rates': {'rate': '0.090000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2019-05-12T10:28:44.577981801Z'}",1,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1plqg37mpfqfp89sw2prw4f333k8a7zkemjcshz,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'zJ8kJPIxOJfmWXKDXCs2WPr9dZft0LL7NbZcrdSeXAg='}",False,BOND_STATUS_UNBONDED,1000,1000.000000000000000000,"{'moniker': ""!hello it's a me!!"", 'identity': '', 'website': '', 'security_contact': '', 'details': ''}",0,1970-01-01T00:00:00Z,"{'commission_rates': {'rate': '0.100000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2023-11-10T20:38:54.384114261Z'}",0,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1zqgheeawp7cmqk27dgyctd80rd8ryhqs6la9wc,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'ovdfH/edW89+uiB0lHC5OnCbQfKtkn8G1RHZiOP4sYQ='}",False,BOND_STATUS_BONDED,3923660830685,3923660830685.000000000000000000,"{'moniker': 'NO! Fee to 2025 💸 | melea.xyz', 'identity': '4BE49EABAA41B8BF', 'website': 'https://meleatrust.com/', 'security_contact': '', 'details': 'FREE Validator service at 0% Commission → throughout the years 2022, 2023, 2024 → melea.xyz'}",0,2019-06-26T23:50:09.388403260Z,"{'commission_rates': {'rate': '0.050000000000000000', 'max_rate': '0.500000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2024-03-20T10:40:35.784132044Z'}",1,0,[],10015717.000000000000000000,5802487314.000000000000000000
cosmosvaloper1zp6kg7qlmztyw2km2af4z5ruz5vn04cp9npe79,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'pDgRB4ZUupIx+gOU2bXpFC7VZnvPSiz2xc74pK6Dgec='}",True,BOND_STATUS_UNBONDED,59342063,59353924.411143824297076920,"{'moniker': 'piggy-coin.com 🐷', 'identity': 'FD4BAC5CE60EFB7D', 'website': 'https://www.piggy-coin.com/', 'security_contact': '', 'details': ""Delegate here to support piggy-coin's hard-spoon to tendermint/cosmos""}",174710,2020-01-15T19:58:59.089667372Z,"{'commission_rates': {'rate': '0.250000000000000000', 'max_rate': '0.500000000000000000', 'max_change_rate': '0.005000000000000000'}, 'update_time': '2019-03-13T23:00:00Z'}",100000000,0,[],0.000000000000000000,0.000000000000000000
cosmosvaloper1z96p06tf6pqeca9gatv8h9hp83z2ng4l6erxj4,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': 'YDmfkE694oyAciDeNtO/wPyN/kCVA3wWsX/Lecr2E0A='}",False,BOND_STATUS_BONDED,359990367981,359990367981.000000000000000000,"{'moniker': 'interchain.FM🥩', 'identity': '8E92184569CD8E2D', 'website': '', 'security_contact': '', 'details': 'Non-custodial high 99.99% uptime validator w/ 100% return for downtime slashing. Run by your favorite Cosmos Radio Station. Auto-compounding (automatically re-stake rewards) is supported on https://restake.app'}",0,1970-01-01T00:00:00Z,"{'commission_rates': {'rate': '0.050000000000000000', 'max_rate': '0.200000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2023-04-14T17:26:53.844879805Z'}",1000000,0,[],410000000.000000000000000000,440765199.000000000000000000
cosmosvaloper1zxphhzuweenrq3vvgsgj6g25axdpghtglg0veq,"{'@type': '/cosmos.crypto.ed25519.PubKey', 'key': '10Zvr9A1E5Rf6x4ThXi5A1GLi9emXjp2tyIQ25IOpcU='}",True,BOND_STATUS_UNBONDED,414825617,414867094.127447464400293769,"{'moniker': 'X-Stake', 'identity': 'C5F94CC129A1EA81', 'website': 'https://xstake.io', 'security_contact': '', 'details': 'FINANCIAL INDEPENDENCE IS FREEDOM OF CHOICE'}",5210292,2021-03-12T08:04:49.467032067Z,"{'commission_rates': {'rate': '0.050000000000000000', 'max_rate': '0.300000000000000000', 'max_change_rate': '0.010000000000000000'}, 'update_time': '2020-10-22T17:28:48.710973646Z'}",1,0,[],0.000000000000000000,0.000000000000000000
